equipment_unit_id,site_id,equipment_category,serial_number,installed_date
EQ-01790,ST-0263,furnace,SN-FUR-98126,2015-08-10
EQ-01791,ST-0263,chiller,SN-CHI-87216,2018-10-06
EQ-01792,ST-0264,switchgear,SN-SWI-42614,2015-03-12
EQ-01793,ST-0264,chiller,SN-CHI-52316,2007-11-05
EQ-01794,ST-0264,switchgear,SN-SWI-11381,2014-06-27
EQ-01795,ST-0264,boiler,SN-BOI-61911,2010-01-19
EQ-01796,ST-0264,furnace,SN-FUR-18524,2005-05-25
EQ-01797,ST-0264,compressor,SN-COM-86669,2015-03-04
EQ-01798,ST-0264,industrial_pump,SN-IND-96131,2005-02-27
EQ-01799,ST-0264,industrial_pump,SN-IND-14949,2007-01-09
EQ-01800,ST-0264,furnace,SN-FUR-54682,2016-10-11
EQ-01801,ST-0265,industrial_pump,SN-IND-22212,2011-05-15
EQ-01802,ST-0265,furnace,SN-FUR-10604,2010-05-15
EQ-01803,ST-0265,control_panel,SN-CON-16862,2005-10-12
EQ-01804,ST-0265,storage_tank,SN-STO-94374,2009-05-11
EQ-01805,ST-0265,boiler,SN-BOI-94983,2014-03-19
EQ-01806,ST-0265,control_panel,SN-CON-39008,2017-09-20
EQ-01807,ST-0266,compressor,SN-COM-94524,2013-05-17
EQ-01808,ST-0266,chiller,SN-CHI-32043,2014-01-04
EQ-01809,ST-0266,chiller,SN-CHI-92125,2010-04-25
EQ-01810,ST-0266,industrial_pump,SN-IND-97768,2010-12-02
EQ-01811,ST-0267,conveyor_system,SN-CON-60900,2007-07-26
EQ-01812,ST-0267,compressor,SN-COM-54864,2012-08-23
EQ-01813,ST-0267,control_panel,SN-CON-56356,2016-12-27
EQ-01814,ST-0268,industrial_pump,SN-IND-37894,2007-08-19
EQ-01815,ST-0268,industrial_pump,SN-IND-80559,2007-10-10
EQ-01816,ST-0268,control_panel,SN-CON-90132,2012-01-13
EQ-01817,ST-0268,control_panel,SN-CON-50649,2006-05-01
EQ-01818,ST-0268,boiler,SN-BOI-92784,2009-02-27
EQ-01819,ST-0268,storage_tank,SN-STO-11681,2017-05-02
EQ-01820,ST-0268,hvac_unit,SN-HVA-14636,2005-11-03
EQ-01821,ST-0269,boiler,SN-BOI-72252,2014-03-23
EQ-01822,ST-0269,switchgear,SN-SWI-34186,2012-01-12
EQ-01823,ST-0269,compressor,SN-COM-48991,2013-02-14
EQ-01824,ST-0269,boiler,SN-BOI-53897,2005-03-26
EQ-01825,ST-0269,switchgear,SN-SWI-89715,2007-05-03
EQ-01826,ST-0270,conveyor_system,SN-CON-90451,2009-07-20
EQ-01827,ST-0270,industrial_pump,SN-IND-71742,2011-08-19
EQ-01828,ST-0270,furnace,SN-FUR-73195,2015-01-04
EQ-01829,ST-0270,furnace,SN-FUR-10687,2016-12-26
EQ-01830,ST-0271,industrial_pump,SN-IND-93035,2014-11-06
EQ-01831,ST-0271,hvac_unit,SN-HVA-79819,2016-06-20
EQ-01832,ST-0271,control_panel,SN-CON-88483,2007-09-15
EQ-01833,ST-0271,boiler,SN-BOI-33291,2005-01-07
EQ-01834,ST-0271,industrial_pump,SN-IND-40520,2005-03-13
EQ-01835,ST-0271,conveyor_system,SN-CON-57760,2006-03-14
EQ-01836,ST-0271,conveyor_system,SN-CON-71023,2008-03-11
EQ-01837,ST-0271,conveyor_system,SN-CON-85255,2008-08-10
EQ-01838,ST-0271,hvac_unit,SN-HVA-45551,2008-04-07
EQ-01839,ST-0271,compressor,SN-COM-50754,2006-08-09
EQ-01840,ST-0271,hvac_unit,SN-HVA-26101,2008-08-17
EQ-01841,ST-0271,storage_tank,SN-STO-28347,2015-03-11
EQ-01842,ST-0272,switchgear,SN-SWI-70702,2015-01-13
EQ-01843,ST-0272,compressor,SN-COM-53722,2013-06-27
EQ-01844,ST-0273,furnace,SN-FUR-86285,2009-08-01
EQ-01845,ST-0273,switchgear,SN-SWI-49943,2012-06-06
EQ-01846,ST-0273,boiler,SN-BOI-64718,2009-11-02
EQ-01847,ST-0273,storage_tank,SN-STO-54243,2005-02-24
EQ-01848,ST-0273,chiller,SN-CHI-86727,2017-01-18
EQ-01849,ST-0273,compressor,SN-COM-48990,2010-05-09
EQ-01850,ST-0273,hvac_unit,SN-HVA-75048,2008-02-09
EQ-01851,ST-0273,hvac_unit,SN-HVA-32523,2006-04-27
EQ-01852,ST-0273,industrial_pump,SN-IND-30289,2005-05-12
EQ-01853,ST-0273,control_panel,SN-CON-74277,2007-02-12
EQ-01854,ST-0273,storage_tank,SN-STO-30686,2005-01-11
EQ-01855,ST-0274,compressor,SN-COM-17090,2014-01-05
EQ-01856,ST-0274,control_panel,SN-CON-21371,2007-04-22
EQ-01857,ST-0274,switchgear,SN-SWI-30265,2006-02-20
EQ-01858,ST-0274,furnace,SN-FUR-38803,2015-03-23
EQ-01859,ST-0274,conveyor_system,SN-CON-55932,2012-08-11
EQ-01860,ST-0274,control_panel,SN-CON-12898,2011-07-06
EQ-01861,ST-0274,furnace,SN-FUR-35315,2018-11-26
EQ-01862,ST-0274,compressor,SN-COM-45586,2016-07-07
EQ-01863,ST-0274,compressor,SN-COM-59953,2006-02-03
EQ-01864,ST-0274,conveyor_system,SN-CON-13430,2008-05-02
EQ-01865,ST-0275,hvac_unit,SN-HVA-54605,2006-01-13
EQ-01866,ST-0275,switchgear,SN-SWI-80335,2007-08-25
EQ-01867,ST-0275,chiller,SN-CHI-50550,2006-07-05
EQ-01868,ST-0275,switchgear,SN-SWI-85376,2015-07-01
EQ-01869,ST-0275,conveyor_system,SN-CON-97604,2006-05-08
EQ-01870,ST-0276,furnace,SN-FUR-79441,2008-08-24
EQ-01871,ST-0276,conveyor_system,SN-CON-75057,2017-05-02
EQ-01872,ST-0276,switchgear,SN-SWI-25755,2006-06-05
EQ-01873,ST-0276,conveyor_system,SN-CON-61792,2012-04-13
EQ-01874,ST-0276,switchgear,SN-SWI-98613,2011-05-11
EQ-01875,ST-0276,industrial_pump,SN-IND-70912,2006-08-04
EQ-01876,ST-0276,hvac_unit,SN-HVA-63020,2009-06-10
EQ-01877,ST-0276,industrial_pump,SN-IND-84381,2015-12-27
EQ-01878,ST-0277,compressor,SN-COM-40938,2018-08-26
EQ-01879,ST-0277,storage_tank,SN-STO-67788,2017-06-06
EQ-01880,ST-0277,conveyor_system,SN-CON-76903,2013-01-13
EQ-01881,ST-0277,conveyor_system,SN-CON-21087,2006-03-02
EQ-01882,ST-0277,storage_tank,SN-STO-66907,2017-02-09
EQ-01883,ST-0277,chiller,SN-CHI-41055,2009-03-21
EQ-01884,ST-0278,hvac_unit,SN-HVA-76987,2011-06-14
EQ-01885,ST-0278,chiller,SN-CHI-23354,2012-06-04
EQ-01886,ST-0278,control_panel,SN-CON-31578,2017-10-23
EQ-01887,ST-0279,control_panel,SN-CON-33787,2009-10-28
EQ-01888,ST-0279,industrial_pump,SN-IND-96811,2017-08-24
EQ-01889,ST-0279,chiller,SN-CHI-97575,2013-10-25
EQ-01890,ST-0279,furnace,SN-FUR-46118,2012-04-28
EQ-01891,ST-0279,boiler,SN-BOI-36406,2014-08-23
EQ-01892,ST-0279,chiller,SN-CHI-42598,2014-03-24
EQ-01893,ST-0279,industrial_pump,SN-IND-91016,2006-08-28
EQ-01894,ST-0279,furnace,SN-FUR-29103,2005-04-11
EQ-01895,ST-0279,control_panel,SN-CON-58158,2007-04-10
EQ-01896,ST-0279,chiller,SN-CHI-41192,2015-06-28
EQ-01897,ST-0279,storage_tank,SN-STO-81837,2011-01-20
EQ-01898,ST-0279,chiller,SN-CHI-84564,2008-12-02
EQ-01899,ST-0280,hvac_unit,SN-HVA-69422,2006-10-17
EQ-01900,ST-0280,furnace,SN-FUR-99056,2016-08-17
EQ-01901,ST-0280,hvac_unit,SN-HVA-86228,2011-06-15
EQ-01902,ST-0280,boiler,SN-BOI-34504,2005-10-23
EQ-01903,ST-0280,chiller,SN-CHI-49629,2009-06-18
EQ-01904,ST-0280,industrial_pump,SN-IND-25478,2017-05-14
EQ-01905,ST-0281,hvac_unit,SN-HVA-93001,2008-07-21
EQ-01906,ST-0281,compressor,SN-COM-14831,2006-05-21
EQ-01907,ST-0281,control_panel,SN-CON-39234,2018-11-16
EQ-01908,ST-0282,switchgear,SN-SWI-87836,2006-10-25
EQ-01909,ST-0282,industrial_pump,SN-IND-60484,2011-09-15
EQ-01910,ST-0282,chiller,SN-CHI-10352,2015-07-14
EQ-01911,ST-0282,switchgear,SN-SWI-59312,2005-05-24
EQ-01912,ST-0282,compressor,SN-COM-25526,2011-05-27
EQ-01913,ST-0282,industrial_pump,SN-IND-85635,2012-08-15
EQ-01914,ST-0282,furnace,SN-FUR-50639,2006-12-13
EQ-01915,ST-0283,compressor,SN-COM-92013,2015-04-20
EQ-01916,ST-0283,conveyor_system,SN-CON-16130,2016-03-15
EQ-01917,ST-0284,control_panel,SN-CON-62186,2016-09-15
EQ-01918,ST-0284,chiller,SN-CHI-84927,2014-07-06
EQ-01919,ST-0284,boiler,SN-BOI-84289,2017-02-01
EQ-01920,ST-0285,hvac_unit,SN-HVA-58001,2005-03-11
EQ-01921,ST-0285,chiller,SN-CHI-48825,2005-04-03
EQ-01922,ST-0285,chiller,SN-CHI-59381,2011-05-22
EQ-01923,ST-0285,chiller,SN-CHI-25634,2015-04-10
EQ-01924,ST-0285,switchgear,SN-SWI-17919,2018-07-19
EQ-01925,ST-0286,hvac_unit,SN-HVA-46726,2010-03-11
EQ-01926,ST-0286,storage_tank,SN-STO-60389,2008-03-13
EQ-01927,ST-0286,furnace,SN-FUR-36461,2012-01-15
EQ-01928,ST-0286,compressor,SN-COM-29099,2014-09-17
EQ-01929,ST-0286,industrial_pump,SN-IND-96518,2006-01-12
EQ-01930,ST-0287,storage_tank,SN-STO-38996,2013-04-14
EQ-01931,ST-0287,chiller,SN-CHI-89472,2014-03-25
EQ-01932,ST-0287,industrial_pump,SN-IND-13975,2009-03-08
EQ-01933,ST-0287,conveyor_system,SN-CON-68325,2013-05-06
EQ-01934,ST-0287,furnace,SN-FUR-25081,2016-01-08
EQ-01935,ST-0287,switchgear,SN-SWI-21508,2015-10-10
EQ-01936,ST-0287,industrial_pump,SN-IND-11830,2011-11-28
EQ-01937,ST-0287,control_panel,SN-CON-95013,2007-01-10
EQ-01938,ST-0287,switchgear,SN-SWI-29982,2012-01-23
EQ-01939,ST-0287,furnace,SN-FUR-96283,2012-02-01
EQ-01940,ST-0287,compressor,SN-COM-89058,2009-12-02
EQ-01941,ST-0288,conveyor_system,SN-CON-93853,2016-04-27
EQ-01942,ST-0288,boiler,SN-BOI-70817,2011-04-18
EQ-01943,ST-0289,control_panel,SN-CON-95383,2007-02-11
EQ-01944,ST-0289,compressor,SN-COM-40467,2007-12-21
EQ-01945,ST-0289,boiler,SN-BOI-20734,2011-10-05
EQ-01946,ST-0289,furnace,SN-FUR-67053,2018-11-22
EQ-01947,ST-0289,conveyor_system,SN-CON-62837,2005-12-16
EQ-01948,ST-0289,chiller,SN-CHI-23052,2010-06-14
EQ-01949,ST-0289,switchgear,SN-SWI-66710,2011-05-16
EQ-01950,ST-0289,boiler,SN-BOI-40432,2011-07-02
EQ-01951,ST-0289,boiler,SN-BOI-89464,2014-05-22
EQ-01952,ST-0289,boiler,SN-BOI-72808,2013-05-15
EQ-01953,ST-0289,hvac_unit,SN-HVA-68526,2012-07-01
EQ-01954,ST-0290,switchgear,SN-SWI-22110,2008-05-21
EQ-01955,ST-0290,storage_tank,SN-STO-52107,2011-02-10
EQ-01956,ST-0290,conveyor_system,SN-CON-53301,2007-10-13
EQ-01957,ST-0290,control_panel,SN-CON-66296,2010-05-11
EQ-01958,ST-0290,conveyor_system,SN-CON-32314,2010-11-27
EQ-01959,ST-0290,storage_tank,SN-STO-55455,2009-04-21
EQ-01960,ST-0290,storage_tank,SN-STO-93198,2017-03-14
EQ-01961,ST-0290,storage_tank,SN-STO-65910,2010-02-26
EQ-01962,ST-0290,conveyor_system,SN-CON-79895,2015-08-26
EQ-01963,ST-0291,furnace,SN-FUR-21763,2009-03-27
EQ-01964,ST-0291,conveyor_system,SN-CON-49345,2005-05-09
EQ-01965,ST-0291,furnace,SN-FUR-24998,2016-03-08
EQ-01966,ST-0291,compressor,SN-COM-78596,2011-11-17
EQ-01967,ST-0291,industrial_pump,SN-IND-87749,2016-08-02
EQ-01968,ST-0291,control_panel,SN-CON-84482,2009-08-17
EQ-01969,ST-0291,industrial_pump,SN-IND-92220,2018-08-15
EQ-01970,ST-0291,industrial_pump,SN-IND-42939,2018-08-08
EQ-01971,ST-0291,switchgear,SN-SWI-69021,2015-08-25
EQ-01972,ST-0292,conveyor_system,SN-CON-83510,2013-09-13
EQ-01973,ST-0292,compressor,SN-COM-16140,2013-10-05
EQ-01974,ST-0292,switchgear,SN-SWI-93971,2009-03-01
EQ-01975,ST-0292,conveyor_system,SN-CON-71408,2012-07-07
EQ-01976,ST-0292,switchgear,SN-SWI-73943,2016-09-09
EQ-01977,ST-0292,compressor,SN-COM-61109,2012-12-15
EQ-01978,ST-0292,storage_tank,SN-STO-73124,2009-02-17
EQ-01979,ST-0292,switchgear,SN-SWI-17336,2010-08-15
EQ-01980,ST-0293,industrial_pump,SN-IND-72713,2012-11-03
EQ-01981,ST-0293,conveyor_system,SN-CON-40898,2009-02-04
EQ-01982,ST-0293,conveyor_system,SN-CON-24205,2012-04-09
EQ-01983,ST-0293,control_panel,SN-CON-47542,2018-10-14
EQ-01984,ST-0293,industrial_pump,SN-IND-56485,2007-09-13
EQ-01985,ST-0293,hvac_unit,SN-HVA-28181,2017-09-09
EQ-01986,ST-0293,storage_tank,SN-STO-40915,2008-03-07
EQ-01987,ST-0293,hvac_unit,SN-HVA-91061,2007-09-15
EQ-01988,ST-0293,chiller,SN-CHI-95308,2016-11-04
EQ-01989,ST-0294,control_panel,SN-CON-40147,2016-08-27
EQ-01990,ST-0294,switchgear,SN-SWI-71489,2017-05-13
EQ-01991,ST-0294,boiler,SN-BOI-87893,2017-08-25
EQ-01992,ST-0294,conveyor_system,SN-CON-60025,2009-12-26
EQ-01993,ST-0294,industrial_pump,SN-IND-39342,2012-12-27
EQ-01994,ST-0294,compressor,SN-COM-96551,2013-10-16
EQ-01995,ST-0294,chiller,SN-CHI-15339,2009-09-28
EQ-01996,ST-0294,chiller,SN-CHI-30635,2011-09-08
EQ-01997,ST-0294,furnace,SN-FUR-89803,2005-04-24
EQ-01998,ST-0294,compressor,SN-COM-61590,2005-02-28
EQ-01999,ST-0294,conveyor_system,SN-CON-44598,2005-08-03
EQ-02000,ST-0295,compressor,SN-COM-27282,2018-03-04
EQ-02001,ST-0295,furnace,SN-FUR-28265,2013-11-10
EQ-02002,ST-0295,hvac_unit,SN-HVA-35015,2008-02-26
EQ-02003,ST-0295,conveyor_system,SN-CON-72907,2016-09-22
EQ-02004,ST-0295,switchgear,SN-SWI-78980,2005-06-09
EQ-02005,ST-0295,chiller,SN-CHI-87584,2017-03-28
EQ-02006,ST-0295,boiler,SN-BOI-74026,2012-05-25
EQ-02007,ST-0295,switchgear,SN-SWI-97566,2007-02-10
EQ-02008,ST-0295,conveyor_system,SN-CON-15575,2008-08-19
EQ-02009,ST-0296,switchgear,SN-SWI-13597,2007-02-07
EQ-02010,ST-0296,switchgear,SN-SWI-85516,2011-04-26
EQ-02011,ST-0296,control_panel,SN-CON-12626,2017-09-27
EQ-02012,ST-0296,storage_tank,SN-STO-47382,2018-03-23
EQ-02013,ST-0296,switchgear,SN-SWI-30573,2011-06-17
EQ-02014,ST-0296,boiler,SN-BOI-17195,2010-07-27
EQ-02015,ST-0296,switchgear,SN-SWI-49351,2007-09-28
EQ-02016,ST-0296,compressor,SN-COM-14206,2009-02-08
EQ-02017,ST-0297,industrial_pump,SN-IND-95184,2015-08-01
EQ-02018,ST-0297,storage_tank,SN-STO-97619,2014-02-08
EQ-02019,ST-0297,switchgear,SN-SWI-94518,2006-12-14
EQ-02020,ST-0297,conveyor_system,SN-CON-64839,2017-11-18
EQ-02021,ST-0297,control_panel,SN-CON-19102,2017-05-24
EQ-02022,ST-0297,industrial_pump,SN-IND-92548,2006-02-20
EQ-02023,ST-0297,conveyor_system,SN-CON-71299,2010-09-04
EQ-02024,ST-0297,boiler,SN-BOI-14257,2006-05-10
EQ-02025,ST-0297,switchgear,SN-SWI-24426,2008-04-23
EQ-02026,ST-0297,boiler,SN-BOI-93637,2014-10-09
EQ-02027,ST-0298,compressor,SN-COM-20396,2012-07-04
EQ-02028,ST-0298,compressor,SN-COM-54278,2018-05-02
EQ-02029,ST-0298,furnace,SN-FUR-48043,2010-02-25
EQ-02030,ST-0299,control_panel,SN-CON-14473,2014-11-04
EQ-02031,ST-0299,industrial_pump,SN-IND-51211,2009-12-21
EQ-02032,ST-0299,switchgear,SN-SWI-78315,2007-04-01
EQ-02033,ST-0299,control_panel,SN-CON-64640,2017-05-11
EQ-02034,ST-0299,control_panel,SN-CON-75665,2014-04-22
EQ-02035,ST-0299,chiller,SN-CHI-11559,2010-01-19
EQ-02036,ST-0299,chiller,SN-CHI-95713,2010-07-06
EQ-02037,ST-0299,chiller,SN-CHI-25086,2015-12-12
EQ-02038,ST-0299,boiler,SN-BOI-90289,2017-04-21
EQ-02039,ST-0299,storage_tank,SN-STO-42977,2006-03-28
EQ-02040,ST-0300,storage_tank,SN-STO-10873,2016-11-03
EQ-02041,ST-0300,furnace,SN-FUR-49887,2018-10-08
EQ-02042,ST-0300,control_panel,SN-CON-88618,2011-10-14
EQ-02043,ST-0300,storage_tank,SN-STO-19544,2014-03-03
EQ-02044,ST-0300,hvac_unit,SN-HVA-58369,2011-03-26
EQ-02045,ST-0301,compressor,SN-COM-25189,2015-06-10
EQ-02046,ST-0301,boiler,SN-BOI-28928,2013-05-16
EQ-02047,ST-0302,control_panel,SN-CON-82491,2017-06-27
EQ-02048,ST-0302,chiller,SN-CHI-86490,2017-01-07
EQ-02049,ST-0302,conveyor_system,SN-CON-36204,2014-12-19
EQ-02050,ST-0302,conveyor_system,SN-CON-27110,2008-03-22
EQ-02051,ST-0302,control_panel,SN-CON-29288,2012-01-16
EQ-02052,ST-0303,chiller,SN-CHI-27158,2007-06-26
EQ-02053,ST-0303,switchgear,SN-SWI-36225,2017-04-27
EQ-02054,ST-0303,storage_tank,SN-STO-40713,2017-01-19
EQ-02055,ST-0303,boiler,SN-BOI-49681,2015-06-28
EQ-02056,ST-0303,hvac_unit,SN-HVA-72794,2015-12-03
EQ-02057,ST-0303,conveyor_system,SN-CON-43352,2017-04-15
EQ-02058,ST-0303,boiler,SN-BOI-97894,2010-09-24
EQ-02059,ST-0303,conveyor_system,SN-CON-72233,2016-12-16
EQ-02060,ST-0303,compressor,SN-COM-41507,2016-07-15
EQ-02061,ST-0303,industrial_pump,SN-IND-78809,2008-11-12
EQ-02062,ST-0303,hvac_unit,SN-HVA-86198,2008-06-06
EQ-02063,ST-0304,boiler,SN-BOI-47273,2018-08-26
EQ-02064,ST-0304,chiller,SN-CHI-69070,2018-07-21
EQ-02065,ST-0304,switchgear,SN-SWI-13664,2018-08-16
EQ-02066,ST-0304,storage_tank,SN-STO-53992,2018-09-24
EQ-02067,ST-0304,conveyor_system,SN-CON-85611,2018-08-21
EQ-02068,ST-0304,compressor,SN-COM-76116,2012-05-19
EQ-02069,ST-0304,hvac_unit,SN-HVA-21685,2016-09-24
EQ-02070,ST-0304,hvac_unit,SN-HVA-33450,2013-04-24
EQ-02071,ST-0304,control_panel,SN-CON-34060,2008-07-26
EQ-02072,ST-0304,hvac_unit,SN-HVA-10787,2007-08-18
EQ-02073,ST-0304,switchgear,SN-SWI-22423,2007-05-15
EQ-02074,ST-0305,chiller,SN-CHI-72221,2008-01-02
EQ-02075,ST-0305,boiler,SN-BOI-10285,2014-05-15
EQ-02076,ST-0305,furnace,SN-FUR-21627,2008-08-11
EQ-02077,ST-0305,compressor,SN-COM-99120,2006-05-26
EQ-02078,ST-0305,furnace,SN-FUR-80384,2016-05-18
EQ-02079,ST-0305,switchgear,SN-SWI-18775,2017-08-25
EQ-02080,ST-0305,chiller,SN-CHI-89393,2009-01-07
EQ-02081,ST-0305,chiller,SN-CHI-50551,2017-02-05
EQ-02082,ST-0305,compressor,SN-COM-13428,2006-12-10
EQ-02083,ST-0306,chiller,SN-CHI-47538,2011-02-01
EQ-02084,ST-0306,conveyor_system,SN-CON-52133,2014-05-04
EQ-02085,ST-0307,control_panel,SN-CON-54758,2015-05-12
EQ-02086,ST-0307,conveyor_system,SN-CON-96732,2013-09-05
EQ-02087,ST-0307,control_panel,SN-CON-65722,2011-09-25
EQ-02088,ST-0307,boiler,SN-BOI-19873,2007-11-19
EQ-02089,ST-0307,boiler,SN-BOI-54486,2016-07-16
EQ-02090,ST-0307,furnace,SN-FUR-46399,2007-06-20
EQ-02091,ST-0307,chiller,SN-CHI-33333,2009-12-15
EQ-02092,ST-0307,conveyor_system,SN-CON-97480,2017-02-02
EQ-02093,ST-0307,switchgear,SN-SWI-36415,2014-04-15
EQ-02094,ST-0307,hvac_unit,SN-HVA-87241,2007-09-20
EQ-02095,ST-0307,compressor,SN-COM-32081,2013-02-17
EQ-02096,ST-0308,hvac_unit,SN-HVA-28871,2014-10-11
EQ-02097,ST-0308,furnace,SN-FUR-63009,2018-10-15
EQ-02098,ST-0308,conveyor_system,SN-CON-70271,2007-11-11
EQ-02099,ST-0308,chiller,SN-CHI-87667,2018-08-07
EQ-02100,ST-0308,switchgear,SN-SWI-23246,2014-03-24
EQ-02101,ST-0308,control_panel,SN-CON-94533,2008-11-26
EQ-02102,ST-0308,conveyor_system,SN-CON-46594,2018-10-11
EQ-02103,ST-0308,switchgear,SN-SWI-84645,2012-12-17
EQ-02104,ST-0308,switchgear,SN-SWI-45666,2012-06-06
EQ-02105,ST-0308,switchgear,SN-SWI-80069,2015-02-25
EQ-02106,ST-0309,storage_tank,SN-STO-59545,2017-08-13
EQ-02107,ST-0309,control_panel,SN-CON-44822,2010-04-19
EQ-02108,ST-0309,conveyor_system,SN-CON-17677,2005-12-19
EQ-02109,ST-0309,boiler,SN-BOI-12012,2011-08-03
EQ-02110,ST-0309,compressor,SN-COM-97879,2005-07-07
EQ-02111,ST-0309,furnace,SN-FUR-75635,2012-03-11
EQ-02112,ST-0310,compressor,SN-COM-13999,2008-08-13
EQ-02113,ST-0310,conveyor_system,SN-CON-99438,2014-06-18
EQ-02114,ST-0310,storage_tank,SN-STO-23833,2010-05-20
EQ-02115,ST-0311,industrial_pump,SN-IND-97481,2012-02-16
EQ-02116,ST-0311,industrial_pump,SN-IND-97189,2011-09-26
EQ-02117,ST-0311,conveyor_system,SN-CON-31128,2010-09-25
EQ-02118,ST-0311,hvac_unit,SN-HVA-93774,2008-04-02
EQ-02119,ST-0312,conveyor_system,SN-CON-55375,2012-04-16
EQ-02120,ST-0312,conveyor_system,SN-CON-70163,2006-10-17
EQ-02121,ST-0312,industrial_pump,SN-IND-19113,2009-08-16
EQ-02122,ST-0312,boiler,SN-BOI-54030,2011-04-04
EQ-02123,ST-0312,compressor,SN-COM-77389,2011-02-23
EQ-02124,ST-0312,conveyor_system,SN-CON-75448,2011-11-18
EQ-02125,ST-0312,conveyor_system,SN-CON-49121,2007-01-09
EQ-02126,ST-0312,furnace,SN-FUR-37300,2014-01-09
EQ-02127,ST-0312,compressor,SN-COM-39858,2016-12-17
EQ-02128,ST-0313,chiller,SN-CHI-45828,2011-12-21
EQ-02129,ST-0313,industrial_pump,SN-IND-18523,2017-01-27
EQ-02130,ST-0313,boiler,SN-BOI-91207,2009-07-20
EQ-02131,ST-0314,boiler,SN-BOI-33423,2018-05-13
EQ-02132,ST-0314,furnace,SN-FUR-85934,2010-05-28
EQ-02133,ST-0315,hvac_unit,SN-HVA-63893,2005-11-19
EQ-02134,ST-0315,industrial_pump,SN-IND-63356,2006-05-24
EQ-02135,ST-0315,industrial_pump,SN-IND-20966,2017-07-06
EQ-02136,ST-0315,hvac_unit,SN-HVA-92208,2009-05-28
EQ-02137,ST-0315,boiler,SN-BOI-20323,2009-05-25
EQ-02138,ST-0315,conveyor_system,SN-CON-12638,2007-07-10
EQ-02139,ST-0315,switchgear,SN-SWI-83263,2007-05-16
EQ-02140,ST-0315,chiller,SN-CHI-40730,2018-02-27
EQ-02141,ST-0315,control_panel,SN-CON-64756,2011-12-24
EQ-02142,ST-0316,storage_tank,SN-STO-76808,2014-02-23
EQ-02143,ST-0316,conveyor_system,SN-CON-25499,2016-04-03
EQ-02144,ST-0316,switchgear,SN-SWI-89575,2011-09-06
EQ-02145,ST-0316,chiller,SN-CHI-95743,2016-06-05
EQ-02146,ST-0316,boiler,SN-BOI-41041,2005-10-17
EQ-02147,ST-0316,storage_tank,SN-STO-28368,2015-07-22
EQ-02148,ST-0316,hvac_unit,SN-HVA-32573,2016-03-07
EQ-02149,ST-0316,chiller,SN-CHI-84211,2013-07-12
EQ-02150,ST-0316,hvac_unit,SN-HVA-86789,2010-03-13
EQ-02151,ST-0317,storage_tank,SN-STO-67898,2005-01-01
EQ-02152,ST-0317,compressor,SN-COM-75634,2017-06-21
EQ-02153,ST-0317,boiler,SN-BOI-12326,2012-09-25
EQ-02154,ST-0317,control_panel,SN-CON-10881,2013-03-25
EQ-02155,ST-0318,chiller,SN-CHI-23515,2018-10-14
EQ-02156,ST-0318,hvac_unit,SN-HVA-57757,2007-09-01
EQ-02157,ST-0318,boiler,SN-BOI-67532,2017-05-12
EQ-02158,ST-0318,storage_tank,SN-STO-20283,2012-08-02
EQ-02159,ST-0318,control_panel,SN-CON-94260,2013-11-03
EQ-02160,ST-0318,compressor,SN-COM-65201,2009-02-03
EQ-02161,ST-0318,hvac_unit,SN-HVA-26225,2011-06-11
EQ-02162,ST-0318,conveyor_system,SN-CON-81151,2014-01-26
EQ-02163,ST-0318,hvac_unit,SN-HVA-51210,2010-04-18
EQ-02164,ST-0318,conveyor_system,SN-CON-63467,2016-11-08
EQ-02165,ST-0319,furnace,SN-FUR-45509,2009-10-25
EQ-02166,ST-0319,furnace,SN-FUR-70183,2006-02-20
EQ-02167,ST-0319,conveyor_system,SN-CON-81559,2009-04-01
EQ-02168,ST-0319,hvac_unit,SN-HVA-74889,2018-09-20
EQ-02169,ST-0319,conveyor_system,SN-CON-61837,2005-06-13
EQ-02170,ST-0319,hvac_unit,SN-HVA-71932,2011-08-04
EQ-02171,ST-0319,conveyor_system,SN-CON-90085,2011-03-25
EQ-02172,ST-0319,switchgear,SN-SWI-58709,2018-10-02
EQ-02173,ST-0319,industrial_pump,SN-IND-53743,2005-04-04
EQ-02174,ST-0319,hvac_unit,SN-HVA-27439,2014-05-21
EQ-02175,ST-0320,switchgear,SN-SWI-21094,2006-03-27
EQ-02176,ST-0320,chiller,SN-CHI-92809,2007-05-26
EQ-02177,ST-0321,switchgear,SN-SWI-12054,2011-05-14
EQ-02178,ST-0321,chiller,SN-CHI-94986,2015-05-05
EQ-02179,ST-0321,conveyor_system,SN-CON-85134,2018-04-04
EQ-02180,ST-0322,conveyor_system,SN-CON-45819,2008-01-14
EQ-02181,ST-0322,industrial_pump,SN-IND-51071,2008-05-18
EQ-02182,ST-0323,industrial_pump,SN-IND-50210,2011-12-09
EQ-02183,ST-0323,control_panel,SN-CON-22736,2009-10-03
EQ-02184,ST-0323,boiler,SN-BOI-92386,2016-06-18
EQ-02185,ST-0323,hvac_unit,SN-HVA-49216,2017-04-09
EQ-02186,ST-0323,hvac_unit,SN-HVA-81442,2007-11-17
EQ-02187,ST-0323,furnace,SN-FUR-91252,2015-03-22
EQ-02188,ST-0323,furnace,SN-FUR-44300,2011-02-08
EQ-02189,ST-0323,storage_tank,SN-STO-84553,2011-02-21
