work_order_id,line_number,line_kind,part_id,quantity,billed_hours,line_amount
WO-006004,4,PART,PT-0045,2,,50.6
WO-006004,5,LABOR,,,16.28,895.4
WO-006005,1,PART,PT-0031,1,,54.69
WO-006005,2,LABOR,,,2.83,280.17
WO-006006,1,PART,PT-0176,4,,517.83
WO-006006,2,LABOR,,,3.99,359.1
WO-006006,3,LABOR,,,2.98,268.2
WO-006007,1,PART,PT-0158,1,,17.92
WO-006007,2,PART,PT-0054,1,,33.84
WO-006007,3,PART,PT-0174,2,,74.31
WO-006007,4,PART,PT-0018,3,,62.45
WO-006007,5,LABOR,,,10.88,761.6
WO-006007,6,LABOR,,,11.23,786.1
WO-006008,1,LABOR,,,1.03,56.65
WO-006010,1,PART,PT-0088,3,,48.52
WO-006010,2,PART,PT-0035,3,,87.66
WO-006010,3,LABOR,,,4.07,366.3
WO-006011,1,PART,PT-0088,1,,16.58
WO-006011,2,PART,PT-0132,1,,72.89
WO-006011,3,PART,PT-0101,1,,45.93
WO-006011,4,LABOR,,,4.19,471.38
WO-006011,5,LABOR,,,5.53,622.12
WO-006012,1,PART,PT-0063,3,,390.03
WO-006012,2,PART,PT-0113,2,,301.51
WO-006012,3,PART,PT-0090,1,,25.89
WO-006012,4,PART,PT-0146,3,,369.31
WO-006012,5,PART,PT-0184,2,,62.75
WO-006012,6,LABOR,,,3.6,324.0
WO-006013,1,PART,PT-0112,1,,87.06
WO-006013,2,PART,PT-0093,1,,120.09
WO-006013,3,PART,PT-0018,4,,79.41
WO-006013,4,LABOR,,,7.38,516.6
WO-006013,5,LABOR,,,6.05,423.5
WO-006014,1,PART,PT-0130,1,,21.15
WO-006014,2,PART,PT-0041,1,,39.98
WO-006014,3,PART,PT-0046,1,,134.3
WO-006014,4,PART,PT-0048,1,,20.68
WO-006014,5,PART,PT-0162,2,,165.83
WO-006014,6,LABOR,,,6.97,784.12
WO-006014,7,LABOR,,,6.67,750.38
WO-006016,1,PART,PT-0134,2,,78.15
WO-006016,2,LABOR,,,1.29,116.1
WO-006017,1,PART,PT-0164,1,,34.78
WO-006017,2,PART,PT-0054,1,,33.57
WO-006017,3,PART,PT-0045,1,,25.18
WO-006017,4,PART,PT-0023,1,,127.57
WO-006017,5,LABOR,,,11.39,626.45
WO-006017,6,LABOR,,,10.91,600.05
WO-006018,1,PART,PT-0083,2,,230.14
WO-006018,2,PART,PT-0168,2,,44.26
WO-006018,3,PART,PT-0190,1,,26.81
WO-006018,4,LABOR,,,2.63,202.51
WO-006018,5,LABOR,,,2.03,156.31
WO-006019,1,PART,PT-0098,4,,77.84
WO-006019,2,PART,PT-0018,4,,78.73
WO-006019,3,PART,PT-0080,2,,46.29
WO-006019,4,PART,PT-0175,5,,170.87
WO-006019,5,PART,PT-0138,1,,17.28
WO-006019,6,LABOR,,,5.17,452.38
WO-006020,1,PART,PT-0091,1,,55.67
WO-006020,2,LABOR,,,9.84,541.2
WO-006021,1,PART,PT-0151,1,,50.07
WO-006021,2,LABOR,,,4.67,420.3
WO-006022,1,PART,PT-0170,2,,45.31
WO-006022,2,PART,PT-0044,1,,31.47
WO-006022,3,PART,PT-0116,2,,343.15
WO-006022,4,PART,PT-0188,1,,17.02
WO-006022,5,LABOR,,,4.66,326.2
WO-006022,6,LABOR,,,6.26,438.2
WO-006023,1,PART,PT-0051,1,,40.32
WO-006023,2,PART,PT-0058,4,,92.16
WO-006023,3,LABOR,,,3.69,332.1
WO-006024,1,PART,PT-0167,1,,504.31
WO-006024,2,LABOR,,,3.09,169.95
WO-006025,1,PART,PT-0041,1,,40.66
WO-006025,2,PART,PT-0009,1,,41.18
WO-006025,3,PART,PT-0175,1,,31.75
WO-006025,4,PART,PT-0088,2,,30.38
WO-006025,5,LABOR,,,7.03,632.7
WO-006026,1,PART,PT-0119,1,,33.01
WO-006026,2,LABOR,,,6.06,424.2
WO-006027,1,PART,PT-0020,1,,28.85
WO-006027,2,PART,PT-0131,6,,356.31
WO-006027,3,LABOR,,,1.0,90.0
WO-006027,4,LABOR,,,1.49,134.1
WO-006028,1,PART,PT-0026,4,,630.55
WO-006028,2,LABOR,,,2.58,198.66
WO-006029,1,PART,PT-0082,2,,177.19
WO-006029,2,LABOR,,,6.74,370.7
WO-006030,1,PART,PT-0189,1,,41.64
WO-006030,2,PART,PT-0055,1,,25.94
WO-006030,3,PART,PT-0145,3,,103.12
WO-006030,4,LABOR,,,7.42,571.34
WO-006030,5,LABOR,,,6.6,508.2
WO-006031,1,PART,PT-0058,3,,60.52
WO-006031,2,PART,PT-0070,2,,37.69
WO-006031,3,PART,PT-0151,2,,95.94
WO-006031,4,LABOR,,,9.86,690.2
WO-006032,1,PART,PT-0017,1,,548.75
WO-006032,2,PART,PT-0047,1,,455.07
WO-006032,3,PART,PT-0177,1,,463.03
WO-006032,4,LABOR,,,11.8,1032.5
WO-006033,1,PART,PT-0096,3,,543.34
WO-006033,2,PART,PT-0123,2,,235.99
WO-006033,3,PART,PT-0107,4,,1975.83
WO-006033,4,LABOR,,,3.79,426.38
WO-006033,5,LABOR,,,3.27,367.88
WO-006034,1,PART,PT-0125,2,,42.97
WO-006034,2,LABOR,,,4.31,387.9
WO-006035,1,PART,PT-0011,2,,114.57
WO-006035,2,PART,PT-0156,1,,184.89
WO-006035,3,PART,PT-0092,1,,64.85
WO-006035,4,PART,PT-0031,3,,174.64
WO-006035,5,PART,PT-0012,1,,100.66
WO-006035,6,LABOR,,,3.49,191.95
WO-006036,1,PART,PT-0146,1,,117.76
WO-006036,2,PART,PT-0088,2,,33.33
WO-006036,3,PART,PT-0119,2,,73.62
WO-006036,4,LABOR,,,12.41,682.55
WO-006037,1,PART,PT-0094,1,,39.08
WO-006037,2,LABOR,,,1.57,94.99
WO-006037,3,LABOR,,,1.95,117.98
WO-006038,1,PART,PT-0119,3,,101.5
WO-006038,2,PART,PT-0129,1,,43.86
WO-006038,3,PART,PT-0129,2,,88.35
WO-006038,4,LABOR,,,3.54,398.25
WO-006039,1,PART,PT-0071,3,,147.17
WO-006039,2,PART,PT-0074,2,,63.57
WO-006039,3,LABOR,,,5.2,314.6
WO-006040,1,LABOR,,,2.35,142.18
WO-006041,1,LABOR,,,1.8,138.6
WO-006042,1,PART,PT-0007,3,,1049.0
WO-006042,2,LABOR,,,4.93,271.15
WO-006043,1,PART,PT-0148,1,,18.62
WO-006043,2,PART,PT-0115,1,,21.78
WO-006043,3,LABOR,,,4.69,361.13
WO-006044,1,PART,PT-0053,1,,116.96
WO-006044,2,PART,PT-0030,1,,27.82
WO-006044,3,LABOR,,,5.35,294.25
WO-006045,1,PART,PT-0036,2,,281.63
WO-006045,2,PART,PT-0027,1,,434.12
WO-006045,3,PART,PT-0072,2,,139.41
WO-006045,4,LABOR,,,2.78,194.6
WO-006045,5,LABOR,,,3.38,236.6
WO-006046,1,PART,PT-0080,3,,74.87
WO-006046,2,LABOR,,,4.85,373.45
WO-006046,3,LABOR,,,6.31,485.87
WO-006047,1,PART,PT-0033,1,,134.65
WO-006047,2,PART,PT-0037,3,,1386.12
WO-006047,3,PART,PT-0109,1,,49.04
WO-006047,4,PART,PT-0170,1,,21.43
WO-006047,5,PART,PT-0133,1,,150.62
WO-006047,6,LABOR,,,14.35,1614.38
WO-006048,1,PART,PT-0053,1,,112.95
WO-006048,2,LABOR,,,2.91,288.09
WO-006049,1,PART,PT-0178,1,,22.39
WO-006049,2,PART,PT-0101,1,,45.21
WO-006049,3,PART,PT-0109,1,,53.55
WO-006049,4,LABOR,,,1.79,108.3
WO-006050,1,PART,PT-0021,1,,56.18
WO-006050,2,PART,PT-0073,2,,252.04
WO-006050,3,PART,PT-0156,3,,586.8
WO-006050,4,PART,PT-0161,1,,51.45
WO-006050,5,LABOR,,,5.72,393.25
WO-006051,1,PART,PT-0043,1,,148.01
WO-006051,2,PART,PT-0179,1,,46.0
WO-006051,3,PART,PT-0118,2,,33.48
WO-006051,4,PART,PT-0170,3,,69.74
WO-006051,5,PART,PT-0045,2,,57.99
WO-006051,6,LABOR,,,5.85,579.15
WO-006051,7,LABOR,,,5.24,518.76
WO-006052,1,PART,PT-0041,1,,38.5
WO-006052,2,PART,PT-0034,3,,126.26
WO-006052,3,PART,PT-0180,1,,27.63
WO-006052,4,LABOR,,,5.29,407.33
WO-006052,5,LABOR,,,4.06,312.62
WO-006053,1,LABOR,,,1.0,70.0
WO-006053,2,LABOR,,,1.16,81.2
WO-006054,1,PART,PT-0172,1,,76.98
WO-006054,2,LABOR,,,4.12,317.24
WO-006054,3,LABOR,,,5.42,417.34
WO-006055,1,LABOR,,,1.92,190.08
WO-006056,1,PART,PT-0087,3,,1450.88
WO-006056,2,PART,PT-0004,4,,171.56
WO-006056,3,PART,PT-0101,1,,43.5
WO-006056,4,PART,PT-0167,1,,494.35
WO-006056,5,LABOR,,,6.87,480.9
WO-006057,1,PART,PT-0083,1,,108.69
WO-006057,2,PART,PT-0173,1,,148.81
WO-006057,3,PART,PT-0091,2,,111.12
WO-006057,4,LABOR,,,5.18,512.82
WO-006058,1,PART,PT-0191,4,,173.69
WO-006058,2,PART,PT-0066,2,,304.76
WO-006058,3,LABOR,,,4.43,438.57
WO-006059,1,PART,PT-0004,5,,213.07
WO-006059,2,LABOR,,,5.74,401.8
WO-006059,3,LABOR,,,4.18,292.6
WO-006060,1,PART,PT-0144,5,,186.42
WO-006060,2,PART,PT-0130,3,,69.36
WO-006060,3,PART,PT-0190,2,,50.03
WO-006060,4,LABOR,,,5.14,508.86
WO-006061,1,PART,PT-0037,3,,1516.61
WO-006061,2,PART,PT-0143,3,,359.94
WO-006061,3,PART,PT-0016,1,,186.34
WO-006061,4,PART,PT-0069,1,,37.4
WO-006061,5,PART,PT-0090,1,,25.44
WO-006061,6,LABOR,,,7.47,575.19
WO-006062,1,PART,PT-0127,3,,1274.44
WO-006062,2,PART,PT-0017,3,,1577.88
WO-006062,3,PART,PT-0151,2,,99.3
WO-006062,4,LABOR,,,4.28,374.5
WO-006062,5,LABOR,,,4.4,385.0
WO-006063,1,PART,PT-0009,3,,141.53
WO-006063,2,PART,PT-0092,1,,71.99
WO-006063,3,PART,PT-0006,5,,765.95
WO-006063,4,LABOR,,,5.59,503.1
WO-006064,1,PART,PT-0152,4,,372.85
WO-006064,2,PART,PT-0065,1,,31.88
WO-006064,3,PART,PT-0105,2,,50.8
WO-006064,4,LABOR,,,7.92,479.16
WO-006065,1,PART,PT-0167,2,,984.3
WO-006065,2,PART,PT-0045,1,,28.69
WO-006065,3,LABOR,,,8.73,785.7
WO-006066,1,PART,PT-0055,1,,26.59
WO-006066,2,PART,PT-0182,3,,280.94
WO-006066,3,PART,PT-0178,2,,42.49
WO-006066,4,LABOR,,,8.72,784.8
WO-006066,5,LABOR,,,10.15,913.5
WO-006067,1,PART,PT-0170,6,,132.25
WO-006067,2,PART,PT-0081,1,,47.05
WO-006067,3,PART,PT-0149,2,,80.36
WO-006067,4,LABOR,,,3.65,255.5
WO-006068,1,PART,PT-0119,1,,35.95
WO-006068,2,PART,PT-0067,3,,1312.29
WO-006068,3,LABOR,,,9.2,506.0
WO-006069,1,PART,PT-0192,3,,223.81
WO-006069,2,LABOR,,,4.33,261.97
WO-006070,1,LABOR,,,1.43,128.7
WO-006071,1,PART,PT-0071,2,,101.99
WO-006071,2,PART,PT-0125,1,,21.62
WO-006071,3,PART,PT-0032,3,,271.77
WO-006071,4,PART,PT-0045,6,,153.09
WO-006071,5,LABOR,,,5.99,419.3
WO-006071,6,LABOR,,,5.34,373.8
WO-006072,1,PART,PT-0042,1,,105.93
WO-006072,2,LABOR,,,2.37,213.3
WO-006072,3,LABOR,,,2.0,180.0
WO-006073,1,PART,PT-0135,3,,66.44
WO-006073,2,LABOR,,,7.11,703.89
WO-006074,1,LABOR,,,1.51,83.05
WO-006074,2,LABOR,,,1.04,57.2
WO-006075,1,PART,PT-0174,2,,73.29
WO-006075,2,PART,PT-0104,3,,94.43
WO-006075,3,PART,PT-0038,4,,64.62
WO-006075,4,PART,PT-0168,4,,84.02
WO-006075,5,LABOR,,,6.89,620.1
WO-006076,1,PART,PT-0151,1,,51.68
WO-006076,2,PART,PT-0065,2,,63.17
WO-006076,3,PART,PT-0145,2,,60.49
WO-006076,4,LABOR,,,3.63,249.56
WO-006076,5,LABOR,,,2.62,180.12
WO-006077,1,PART,PT-0116,2,,361.67
WO-006077,2,PART,PT-0066,5,,764.29
WO-006077,3,PART,PT-0100,1,,23.13
WO-006077,4,LABOR,,,3.61,324.9
WO-006078,1,PART,PT-0185,1,,26.55
WO-006078,2,PART,PT-0163,3,,292.9
WO-006078,3,LABOR,,,5.97,410.44
WO-006078,4,LABOR,,,4.25,292.19
WO-006079,1,PART,PT-0113,2,,274.05
WO-006079,2,LABOR,,,4.88,268.4
WO-006079,3,LABOR,,,5.24,288.2
WO-006080,1,PART,PT-0099,1,,45.48
WO-006080,2,PART,PT-0160,1,,22.83
WO-006080,3,PART,PT-0091,1,,50.03
WO-006080,4,LABOR,,,2.74,239.75
WO-006080,5,LABOR,,,1.99,174.12
WO-006081,1,PART,PT-0035,4,,129.92
WO-006081,2,PART,PT-0040,1,,20.94
WO-006081,3,PART,PT-0052,1,,77.31
WO-006081,4,LABOR,,,3.13,215.19
WO-006081,5,LABOR,,,3.1,213.12
WO-006082,1,PART,PT-0137,1,,499.48
WO-006082,2,PART,PT-0033,3,,409.3
WO-006082,3,LABOR,,,3.37,259.49
WO-006083,1,PART,PT-0089,1,,44.36
WO-006083,2,PART,PT-0058,4,,84.96
WO-006083,3,PART,PT-0036,1,,149.0
WO-006083,4,LABOR,,,7.27,508.9
WO-006085,1,PART,PT-0001,2,,110.95
WO-006085,2,LABOR,,,2.89,260.1
WO-006085,3,LABOR,,,2.9,261.0
WO-006086,1,PART,PT-0045,1,,26.25
WO-006086,2,PART,PT-0162,2,,182.34
WO-006086,3,PART,PT-0083,1,,118.81
WO-006086,4,PART,PT-0102,1,,103.03
WO-006086,5,LABOR,,,7.86,778.14
WO-006087,1,PART,PT-0011,1,,53.23
WO-006087,2,LABOR,,,2.01,180.9
WO-006088,1,PART,PT-0044,1,,35.27
WO-006088,2,PART,PT-0180,2,,59.2
WO-006088,3,LABOR,,,11.51,1035.9
WO-006089,1,PART,PT-0139,1,,39.58
WO-006089,2,PART,PT-0147,4,,1924.84
WO-006089,3,PART,PT-0144,6,,209.18
WO-006089,4,LABOR,,,2.59,233.1
WO-006089,5,LABOR,,,2.98,268.2
WO-006090,1,PART,PT-0176,4,,535.14
WO-006090,2,PART,PT-0101,1,,46.12
WO-006090,3,LABOR,,,7.0,385.0
WO-006090,4,LABOR,,,8.97,493.35
WO-006091,1,PART,PT-0026,2,,345.29
WO-006091,2,LABOR,,,3.63,199.65
WO-006091,3,LABOR,,,3.56,195.8
WO-006092,1,PART,PT-0180,1,,30.84
WO-006092,2,LABOR,,,4.94,298.87
WO-006093,1,PART,PT-0177,3,,1477.85
WO-006093,2,PART,PT-0011,1,,52.09
WO-006093,3,PART,PT-0156,2,,385.38
WO-006093,4,PART,PT-0120,1,,20.64
WO-006093,5,PART,PT-0006,1,,149.98
WO-006093,6,LABOR,,,5.12,309.76
WO-006094,1,PART,PT-0146,2,,250.34
WO-006094,2,PART,PT-0027,1,,426.58
WO-006095,1,PART,PT-0185,1,,30.19
WO-006095,2,LABOR,,,4.29,300.3
WO-006096,1,PART,PT-0110,1,,21.44
WO-006096,2,PART,PT-0108,1,,19.69
WO-006096,3,PART,PT-0114,1,,29.13
WO-006096,4,PART,PT-0056,1,,187.37
WO-006096,5,LABOR,,,10.75,1064.25
WO-006097,1,PART,PT-0091,1,,54.09
WO-006097,2,PART,PT-0184,1,,32.44
WO-006097,3,LABOR,,,29.74,3345.75
WO-006098,1,PART,PT-0049,3,,114.65
WO-006098,2,PART,PT-0004,1,,41.91
WO-006098,3,PART,PT-0038,1,,16.26
WO-006098,4,PART,PT-0173,1,,154.77
WO-006098,5,PART,PT-0064,1,,28.19
WO-006098,6,LABOR,,,5.75,569.25
WO-006099,1,PART,PT-0012,3,,285.38
WO-006099,2,PART,PT-0045,1,,25.27
WO-006099,3,PART,PT-0158,6,,101.17
WO-006099,4,LABOR,,,25.3,1948.1
WO-006100,1,PART,PT-0145,1,,30.78
WO-006100,2,PART,PT-0004,2,,78.61
WO-006100,3,LABOR,,,4.44,244.2
WO-006101,1,PART,PT-0114,2,,58.83
WO-006101,2,PART,PT-0180,1,,29.96
WO-006101,3,PART,PT-0183,1,,152.83
WO-006101,4,PART,PT-0065,2,,62.23
WO-006101,5,LABOR,,,9.69,532.95
WO-006102,1,PART,PT-0054,1,,32.48
WO-006102,2,PART,PT-0173,3,,476.45
WO-006102,3,PART,PT-0008,1,,19.75
WO-006102,4,PART,PT-0096,2,,356.47
WO-006102,5,LABOR,,,5.94,326.7
WO-006103,1,LABOR,,,1.93,135.1
WO-006104,1,PART,PT-0121,3,,147.4
WO-006104,2,PART,PT-0167,1,,474.46
WO-006104,3,LABOR,,,2.24,123.2
WO-006104,4,LABOR,,,2.92,160.6
WO-006106,1,PART,PT-0078,1,,21.88
WO-006106,2,PART,PT-0079,1,,40.84
WO-006106,3,PART,PT-0075,4,,130.78
WO-006106,4,PART,PT-0003,3,,320.69
WO-006106,5,LABOR,,,5.93,587.07
WO-006107,1,PART,PT-0027,1,,420.9
WO-006107,2,LABOR,,,1.55,85.25
WO-006108,1,PART,PT-0009,1,,44.03
WO-006108,2,PART,PT-0175,1,,32.3
WO-006108,3,PART,PT-0096,1,,191.37
WO-006108,4,PART,PT-0060,3,,78.05
WO-006108,5,PART,PT-0021,2,,98.7
WO-006108,6,LABOR,,,17.11,1693.89
WO-006109,1,PART,PT-0035,1,,31.28
WO-006109,2,LABOR,,,3.41,187.55
WO-006110,1,PART,PT-0151,6,,273.9
WO-006110,2,LABOR,,,1.94,135.8
WO-006111,1,PART,PT-0078,2,,39.86
WO-006111,2,PART,PT-0168,2,,40.88
WO-006111,3,PART,PT-0016,6,,1186.37
WO-006111,4,LABOR,,,2.29,226.71
WO-006112,1,PART,PT-0162,3,,257.38
WO-006112,2,PART,PT-0003,2,,223.3
WO-006112,3,PART,PT-0130,2,,45.1
WO-006112,4,PART,PT-0051,2,,77.42
WO-006112,5,PART,PT-0071,2,,102.86
WO-006112,6,LABOR,,,5.14,508.86
WO-006112,7,LABOR,,,3.92,388.08
WO-006113,1,PART,PT-0104,3,,99.44
WO-006113,2,LABOR,,,5.22,516.78
WO-006114,1,PART,PT-0007,1,,346.95
WO-006114,2,LABOR,,,1.98,152.46
WO-006115,1,LABOR,,,3.43,240.1
WO-006115,2,LABOR,,,2.67,186.9
WO-006116,1,PART,PT-0117,2,,808.71
WO-006116,2,PART,PT-0032,1,,97.0
WO-006116,3,PART,PT-0170,2,,44.8
WO-006116,4,PART,PT-0193,2,,200.31
WO-006116,5,LABOR,,,10.77,753.9
WO-006117,1,PART,PT-0027,2,,897.9
WO-006117,2,PART,PT-0050,1,,28.2
WO-006117,3,PART,PT-0009,4,,176.72
WO-006117,4,LABOR,,,0.99,54.45
WO-006117,5,LABOR,,,1.19,65.45
WO-006118,1,LABOR,,,1.5,115.5
WO-006119,1,PART,PT-0133,1,,160.84
WO-006119,2,PART,PT-0078,1,,20.52
WO-006119,3,PART,PT-0109,5,,259.82
WO-006119,4,PART,PT-0173,6,,941.93
WO-006119,5,PART,PT-0195,3,,61.78
WO-006119,6,LABOR,,,16.07,1590.93
WO-006120,1,PART,PT-0153,2,,243.36
WO-006120,2,LABOR,,,6.99,629.1
WO-006121,1,PART,PT-0183,2,,301.14
WO-006121,2,LABOR,,,4.19,293.3
WO-006122,1,PART,PT-0139,3,,104.33
WO-006122,2,PART,PT-0157,1,,443.04
WO-006122,3,PART,PT-0189,1,,42.96
WO-006122,4,PART,PT-0043,1,,162.89
WO-006122,5,PART,PT-0084,2,,85.08
WO-006122,6,LABOR,,,5.38,414.26
WO-006122,7,LABOR,,,5.27,405.79
WO-006123,1,PART,PT-0023,3,,410.52
WO-006123,2,PART,PT-0009,1,,43.23
WO-006123,3,PART,PT-0139,1,,36.51
WO-006123,4,LABOR,,,11.24,983.5
WO-006123,5,LABOR,,,9.33,816.38
WO-006124,1,LABOR,,,3.74,420.75
WO-006124,2,LABOR,,,3.68,414.0
WO-006125,1,PART,PT-0003,4,,451.87
WO-006125,2,PART,PT-0144,3,,101.0
WO-006125,3,LABOR,,,4.08,459.0
WO-006125,4,LABOR,,,4.28,481.5
WO-006126,1,PART,PT-0130,2,,47.14
WO-006126,2,PART,PT-0102,5,,502.35
WO-006126,3,PART,PT-0157,1,,399.67
WO-006126,4,PART,PT-0004,5,,221.27
WO-006126,5,LABOR,,,4.94,380.38
WO-006127,1,LABOR,,,3.59,251.3
WO-006127,2,LABOR,,,2.67,186.9
WO-006128,1,PART,PT-0055,6,,159.84
WO-006128,2,PART,PT-0188,1,,17.83
WO-006128,3,LABOR,,,4.97,347.9
WO-006129,1,PART,PT-0036,3,,457.33
WO-006129,2,PART,PT-0052,1,,78.41
WO-006129,3,LABOR,,,47.23,3247.06
WO-006129,4,LABOR,,,34.15,2347.81
WO-006130,1,PART,PT-0001,1,,51.42
WO-006130,2,LABOR,,,5.78,317.9
WO-006130,3,LABOR,,,6.98,383.9
WO-006131,1,PART,PT-0098,2,,37.7
WO-006131,2,LABOR,,,2.76,212.52
WO-006131,3,LABOR,,,1.86,143.22
WO-006132,1,PART,PT-0160,2,,42.75
WO-006132,2,PART,PT-0055,3,,83.39
WO-006132,3,LABOR,,,6.12,336.6
WO-006132,4,LABOR,,,6.24,343.2
WO-006133,1,PART,PT-0147,1,,450.17
WO-006133,2,PART,PT-0051,1,,36.3
WO-006133,3,PART,PT-0067,2,,876.32
WO-006133,4,PART,PT-0016,1,,187.77
WO-006133,5,PART,PT-0088,1,,14.92
WO-006133,6,LABOR,,,3.12,280.8
WO-006133,7,LABOR,,,2.37,213.3
WO-006134,1,PART,PT-0087,1,,475.82
WO-006134,2,PART,PT-0140,2,,53.94
WO-006134,3,PART,PT-0157,2,,777.51
WO-006134,4,LABOR,,,4.44,310.8
WO-006135,1,PART,PT-0033,1,,138.9
WO-006135,2,PART,PT-0036,2,,270.25
WO-006135,3,PART,PT-0155,1,,30.47
WO-006135,4,LABOR,,,4.11,287.7
WO-006135,5,LABOR,,,6.08,425.6
WO-006136,1,PART,PT-0182,2,,173.72
WO-006136,2,PART,PT-0034,2,,79.38
WO-006136,3,LABOR,,,2.76,166.98
WO-006136,4,LABOR,,,2.36,142.78
WO-006137,1,PART,PT-0044,2,,68.6
WO-006137,2,LABOR,,,10.43,631.02
WO-006137,3,LABOR,,,13.75,831.88
WO-006138,1,PART,PT-0134,4,,159.65
WO-006138,2,PART,PT-0140,1,,24.13
WO-006138,3,PART,PT-0164,2,,72.63
WO-006138,4,LABOR,,,11.53,1037.7
WO-006139,1,PART,PT-0009,1,,46.94
WO-006139,2,PART,PT-0171,1,,39.03
WO-006139,3,LABOR,,,10.36,932.4
WO-006139,4,LABOR,,,10.55,949.5
WO-006141,1,PART,PT-0181,3,,159.77
WO-006141,2,LABOR,,,5.94,408.38
WO-006142,1,PART,PT-0191,2,,83.41
WO-006142,2,PART,PT-0113,1,,153.52
WO-006142,3,PART,PT-0012,1,,91.57
WO-006142,4,PART,PT-0125,2,,42.86
WO-006142,5,LABOR,,,19.61,1509.97
WO-006143,1,PART,PT-0010,1,,23.08
WO-006143,2,PART,PT-0038,2,,29.62
WO-006143,3,PART,PT-0012,1,,87.29
WO-006143,4,PART,PT-0197,3,,1065.81
WO-006143,5,LABOR,,,7.04,387.2
WO-006143,6,LABOR,,,8.53,469.15
WO-006144,1,PART,PT-0174,3,,100.51
WO-006144,2,PART,PT-0160,1,,22.75
WO-006144,3,PART,PT-0124,1,,29.69
WO-006144,4,LABOR,,,4.68,463.32
WO-006145,1,PART,PT-0185,4,,112.43
WO-006145,2,PART,PT-0130,3,,69.74
WO-006145,3,PART,PT-0144,4,,142.81
WO-006145,4,LABOR,,,8.28,745.2
WO-006146,1,PART,PT-0191,1,,41.94
WO-006146,2,LABOR,,,0.76,58.52
WO-006146,3,LABOR,,,0.58,44.66
WO-006147,1,PART,PT-0047,1,,448.85
WO-006147,2,PART,PT-0085,1,,32.11
WO-006147,3,LABOR,,,2.23,220.77
WO-006148,1,PART,PT-0166,1,,131.6
WO-006148,2,PART,PT-0137,2,,1033.45
WO-006148,3,PART,PT-0161,1,,54.74
WO-006148,4,PART,PT-0188,2,,34.45
WO-006148,5,LABOR,,,9.23,646.1
WO-006149,1,PART,PT-0141,1,,52.06
WO-006149,2,PART,PT-0137,4,,1998.3
WO-006149,3,PART,PT-0188,1,,17.56
WO-006149,4,LABOR,,,10.96,602.8
WO-006150,1,PART,PT-0158,2,,34.88
WO-006150,2,PART,PT-0004,3,,118.16
WO-006150,3,PART,PT-0048,3,,62.9
WO-006150,4,PART,PT-0187,1,,473.38
WO-006150,5,PART,PT-0114,1,,29.23
WO-006150,6,LABOR,,,18.05,1389.85
WO-006151,1,PART,PT-0117,1,,434.16
WO-006151,2,PART,PT-0074,1,,33.49
WO-006151,3,PART,PT-0139,1,,38.78
WO-006151,4,PART,PT-0013,1,,121.52
WO-006151,5,LABOR,,,7.26,653.4
WO-006152,1,LABOR,,,4.5,309.38
WO-006153,1,PART,PT-0102,3,,309.01
WO-006153,2,PART,PT-0104,2,,61.83
WO-006153,3,LABOR,,,8.35,939.38
WO-006154,1,LABOR,,,1.04,102.96
WO-006155,1,PART,PT-0175,1,,31.47
WO-006155,2,LABOR,,,7.35,514.5
WO-006155,3,LABOR,,,6.33,443.1
WO-006156,1,PART,PT-0116,1,,177.84
WO-006156,2,PART,PT-0047,1,,449.0
WO-006156,3,PART,PT-0067,3,,1319.53
WO-006156,4,PART,PT-0187,1,,493.02
WO-006156,5,PART,PT-0151,5,,238.28
WO-006156,6,LABOR,,,6.55,504.35
WO-006157,1,PART,PT-0073,1,,112.14
WO-006157,2,LABOR,,,6.88,473.0
WO-006158,1,LABOR,,,0.95,57.48
WO-006158,2,LABOR,,,1.0,60.5
WO-006159,1,PART,PT-0098,4,,71.93
WO-006159,2,PART,PT-0083,3,,345.14
WO-006159,3,PART,PT-0163,1,,105.54
WO-006159,4,PART,PT-0121,1,,50.68
WO-006159,5,PART,PT-0147,1,,430.19
WO-006159,6,LABOR,,,5.1,357.0
WO-006160,1,PART,PT-0188,1,,15.5
WO-006160,2,LABOR,,,1.29,127.71
WO-006161,1,PART,PT-0026,2,,335.77
WO-006161,2,LABOR,,,1.02,78.54
WO-006162,1,PART,PT-0118,5,,81.84
WO-006162,2,PART,PT-0082,1,,89.39
WO-006162,3,LABOR,,,5.63,506.7
WO-006162,4,LABOR,,,4.06,365.4
WO-006163,1,PART,PT-0021,3,,156.44
WO-006163,2,PART,PT-0172,2,,160.24
WO-006163,3,LABOR,,,4.02,243.21
WO-006163,4,LABOR,,,3.97,240.19
WO-006164,1,PART,PT-0113,1,,137.21
WO-006164,2,PART,PT-0068,3,,66.43
WO-006164,3,LABOR,,,5.94,534.6
WO-006165,1,PART,PT-0105,2,,51.67
WO-006165,2,PART,PT-0177,2,,943.11
WO-006165,3,PART,PT-0018,1,,20.21
WO-006165,4,LABOR,,,4.28,294.25
WO-006165,5,LABOR,,,5.53,380.19
WO-006166,1,PART,PT-0008,1,,21.95
WO-006167,1,PART,PT-0045,3,,78.82
WO-006167,2,PART,PT-0068,1,,21.24
WO-006167,3,PART,PT-0066,2,,302.45
WO-006167,4,PART,PT-0042,2,,199.42
WO-006167,5,PART,PT-0059,1,,35.89
WO-006167,6,LABOR,,,5.22,469.8
WO-006168,1,PART,PT-0046,2,,277.12
