work_order_id,payment_sequence,payment_method,paid_date,payment_amount
WO-003796,1,purchase_order,2018-04-17,1011.57
WO-003797,1,corporate_card,2018-04-22,87.57
WO-003797,2,bank_transfer,2018-05-16,213.45
WO-003797,3,corporate_card,2018-06-20,39.5
WO-003798,1,bank_transfer,2018-04-21,597.12
WO-003799,1,corporate_card,2018-05-09,897.65
WO-003799,2,bank_transfer,2018-05-26,1144.74
WO-003800,1,bank_transfer,2018-04-08,177.1
WO-003800,2,bank_transfer,2018-04-28,179.3
WO-003800,3,bank_transfer,2018-06-09,571.89
WO-003801,1,bank_transfer,2018-05-03,392.24
WO-003801,2,bank_transfer,2018-06-13,160.03
WO-003803,1,bank_transfer,2018-04-21,626.91
WO-003804,1,purchase_order,2018-03-25,649.55
WO-003805,1,bank_transfer,2018-04-16,1877.84
WO-003806,1,bank_transfer,2018-04-21,1740.58
WO-003807,1,bank_transfer,2018-05-04,219.82
WO-003807,2,corporate_card,2018-06-16,320.28
WO-003808,1,bank_transfer,2018-04-27,957.29
WO-003809,1,bank_transfer,2018-06-09,1873.32
WO-003810,1,bank_transfer,2018-04-14,487.18
WO-003811,1,purchase_order,2018-05-05,1063.71
WO-003812,1,purchase_order,2018-04-26,1195.59
WO-003813,1,bank_transfer,2018-04-18,2159.35
WO-003814,1,purchase_order,2018-04-09,2922.49
WO-003816,1,purchase_order,2018-04-21,530.9
WO-003817,1,bank_transfer,2018-05-12,2122.16
WO-003818,1,corporate_card,2018-04-26,504.06
WO-003819,1,bank_transfer,2018-04-28,402.04
WO-003819,2,purchase_order,2018-05-15,985.07
WO-003820,1,purchase_order,2018-04-04,806.68
WO-003820,2,corporate_card,2018-04-28,423.07
WO-003821,1,bank_transfer,2018-05-14,1012.65
WO-003822,1,bank_transfer,2018-05-07,1050.74
WO-003823,1,bank_transfer,2018-05-03,2228.09
WO-003824,1,purchase_order,2018-04-08,557.1
WO-003825,1,bank_transfer,2018-04-27,913.78
WO-003825,2,corporate_card,2018-06-04,1220.2
WO-003826,1,bank_transfer,2018-06-27,939.33
WO-003826,2,bank_transfer,2018-07-28,51.51
WO-003827,1,bank_transfer,2018-03-28,334.03
WO-003827,2,purchase_order,2018-05-03,533.78
WO-003827,3,purchase_order,2018-05-31,384.5
WO-003828,1,bank_transfer,2018-05-17,223.2
WO-003828,2,bank_transfer,2018-06-02,210.18
WO-003829,1,purchase_order,2018-04-02,836.51
WO-003830,1,bank_transfer,2018-06-08,516.84
WO-003830,2,purchase_order,2018-07-06,358.5
WO-003831,1,bank_transfer,2018-05-20,381.19
WO-003832,1,purchase_order,2018-04-21,428.74
WO-003833,1,corporate_card,2018-04-29,486.81
WO-003833,2,purchase_order,2018-06-01,373.36
WO-003834,1,bank_transfer,2018-04-25,169.93
WO-003834,2,purchase_order,2018-05-14,183.78
WO-003835,1,bank_transfer,2018-04-27,1184.68
WO-003836,1,purchase_order,2018-05-10,262.81
WO-003837,1,purchase_order,2018-05-06,1077.47
WO-003838,1,corporate_card,2018-03-31,312.53
WO-003838,2,bank_transfer,2018-04-29,352.58
WO-003838,3,corporate_card,2018-06-12,361.1
WO-003839,1,bank_transfer,2018-05-21,921.67
WO-003840,1,purchase_order,2018-05-07,517.1
WO-003841,1,purchase_order,2018-04-25,1300.59
WO-003842,1,bank_transfer,2018-05-16,410.48
WO-003843,1,bank_transfer,2018-03-31,951.37
WO-003844,1,purchase_order,2018-05-18,1635.24
WO-003845,1,purchase_order,2018-04-13,118.73
WO-003845,2,bank_transfer,2018-05-01,398.64
WO-003846,1,purchase_order,2018-04-30,431.32
WO-003847,1,bank_transfer,2018-05-03,3442.42
WO-003848,1,purchase_order,2018-04-22,1459.96
WO-003849,1,corporate_card,2018-04-16,1839.0
WO-003850,1,bank_transfer,2018-04-19,1126.28
WO-003851,1,corporate_card,2018-04-20,564.89
WO-003852,1,bank_transfer,2018-05-02,1149.29
WO-003853,1,bank_transfer,2018-05-05,1263.08
WO-003853,2,bank_transfer,2018-06-14,1878.68
WO-003854,1,bank_transfer,2018-05-23,494.49
WO-003855,1,bank_transfer,2018-06-14,1715.34
WO-003856,1,bank_transfer,2018-05-11,5352.37
WO-003857,1,corporate_card,2018-04-10,699.46
WO-003858,1,purchase_order,2018-04-01,1469.5
WO-003859,1,bank_transfer,2018-05-29,679.59
WO-003860,1,bank_transfer,2018-04-04,2032.98
WO-003861,1,bank_transfer,2018-04-20,861.05
WO-003862,1,bank_transfer,2018-05-02,1061.28
WO-003862,2,purchase_order,2018-06-02,914.18
WO-003863,1,bank_transfer,2018-05-06,2576.95
WO-003864,1,bank_transfer,2018-04-15,992.1
WO-003865,1,bank_transfer,2018-04-29,357.75
WO-003865,2,bank_transfer,2018-06-11,973.64
WO-003866,1,purchase_order,2018-05-06,1880.84
WO-003867,1,bank_transfer,2018-04-08,820.71
WO-003867,2,purchase_order,2018-05-04,769.15
WO-003867,3,corporate_card,2018-06-15,453.32
WO-003868,1,corporate_card,2018-05-31,520.6
WO-003868,2,bank_transfer,2018-07-09,1265.16
WO-003869,1,bank_transfer,2018-05-11,2327.96
WO-003870,1,bank_transfer,2018-05-14,1345.45
WO-003871,1,purchase_order,2018-05-17,663.02
WO-003872,1,bank_transfer,2018-05-14,1197.35
WO-003873,1,bank_transfer,2018-05-02,1148.64
WO-003873,2,bank_transfer,2018-06-13,495.01
WO-003874,1,bank_transfer,2018-05-18,613.85
WO-003875,1,purchase_order,2018-04-13,3383.69
WO-003876,1,bank_transfer,2018-05-10,1572.1
WO-003877,1,bank_transfer,2018-05-02,1253.6
WO-003877,2,corporate_card,2018-05-24,407.4
WO-003878,1,corporate_card,2018-05-02,1396.28
WO-003879,1,corporate_card,2018-04-01,1190.45
WO-003880,1,bank_transfer,2018-05-11,670.1
WO-003881,1,bank_transfer,2018-05-20,872.36
WO-003881,2,corporate_card,2018-06-22,1299.99
WO-003882,1,corporate_card,2018-05-27,218.21
WO-003883,1,bank_transfer,2018-04-28,562.24
WO-003884,1,bank_transfer,2018-05-16,539.32
WO-003885,1,corporate_card,2018-05-06,395.81
WO-003886,1,corporate_card,2018-05-10,1197.74
WO-003887,1,bank_transfer,2018-05-27,118.63
WO-003887,2,bank_transfer,2018-06-18,92.77
WO-003888,1,purchase_order,2018-04-22,732.96
WO-003888,2,bank_transfer,2018-05-16,496.09
WO-003889,1,bank_transfer,2018-04-26,683.67
WO-003890,1,bank_transfer,2018-05-09,888.98
WO-003891,1,purchase_order,2018-04-21,808.81
WO-003892,1,bank_transfer,2018-05-11,761.9
WO-003893,1,purchase_order,2018-04-16,2470.18
WO-003894,1,bank_transfer,2018-06-03,345.75
WO-003895,1,bank_transfer,2018-05-17,544.45
WO-003895,2,bank_transfer,2018-06-11,992.6
WO-003896,1,bank_transfer,2018-05-07,351.27
WO-003896,2,bank_transfer,2018-05-26,271.91
WO-003896,3,corporate_card,2018-06-25,493.3
WO-003898,1,purchase_order,2018-05-29,265.59
WO-003899,1,bank_transfer,2018-05-08,632.02
WO-003900,1,bank_transfer,2018-04-23,391.36
WO-003901,1,bank_transfer,2018-05-09,2279.54
WO-003902,1,purchase_order,2018-04-21,426.25
WO-003903,1,purchase_order,2018-04-22,693.91
WO-003904,1,corporate_card,2018-04-15,2836.6
WO-003905,1,bank_transfer,2018-04-07,907.48
WO-003906,1,bank_transfer,2018-04-11,1112.18
WO-003907,1,purchase_order,2018-05-24,578.5
WO-003907,2,bank_transfer,2018-06-22,1918.93
WO-003908,1,corporate_card,2018-05-24,1734.98
WO-003909,1,purchase_order,2018-05-04,238.04
WO-003910,1,bank_transfer,2018-05-07,507.46
WO-003911,1,bank_transfer,2018-04-23,1289.26
WO-003912,1,purchase_order,2018-05-04,2321.64
WO-003913,1,purchase_order,2018-05-22,361.42
WO-003913,2,bank_transfer,2018-06-18,464.14
WO-003913,3,corporate_card,2018-07-31,307.45
WO-003914,1,bank_transfer,2018-04-21,619.74
WO-003915,1,corporate_card,2018-05-04,218.41
WO-003915,2,purchase_order,2018-06-08,344.37
WO-003916,1,bank_transfer,2018-05-21,1269.68
WO-003917,1,purchase_order,2018-05-06,1050.62
WO-003918,1,bank_transfer,2018-05-27,822.8
WO-003919,1,purchase_order,2018-05-19,173.78
WO-003920,1,bank_transfer,2018-04-23,1055.15
WO-003921,1,bank_transfer,2018-05-18,1416.1
WO-003922,1,bank_transfer,2018-05-13,857.27
WO-003922,2,bank_transfer,2018-06-23,483.65
WO-003923,1,purchase_order,2018-04-16,744.49
WO-003924,1,bank_transfer,2018-04-14,747.16
WO-003925,1,bank_transfer,2018-04-01,1965.98
WO-003926,1,bank_transfer,2018-05-10,319.55
WO-003926,2,purchase_order,2018-06-14,357.82
WO-003927,1,bank_transfer,2018-05-05,3049.55
WO-003928,1,bank_transfer,2018-05-06,1716.68
WO-003929,1,corporate_card,2018-04-09,745.11
WO-003930,1,bank_transfer,2018-05-19,3311.39
WO-003931,1,corporate_card,2018-05-28,680.65
WO-003932,1,bank_transfer,2018-05-25,953.27
WO-003933,1,purchase_order,2018-06-10,1114.35
WO-003933,2,corporate_card,2018-06-28,469.72
WO-003934,1,bank_transfer,2018-04-22,2875.56
WO-003935,1,corporate_card,2018-04-23,1626.32
WO-003936,1,bank_transfer,2018-05-27,1262.75
WO-003937,1,bank_transfer,2018-04-02,1012.95
WO-003938,1,bank_transfer,2018-05-26,1235.3
WO-003939,1,bank_transfer,2018-06-17,1699.08
WO-003940,1,purchase_order,2018-05-14,523.87
WO-003941,1,bank_transfer,2018-04-04,573.89
WO-003942,1,purchase_order,2018-05-09,1217.13
WO-003943,1,purchase_order,2018-05-24,2083.18
WO-003944,1,purchase_order,2018-05-26,369.71
WO-003945,1,corporate_card,2018-05-03,693.64
WO-003946,1,corporate_card,2018-06-02,270.33
WO-003946,2,purchase_order,2018-06-18,458.23
WO-003947,1,bank_transfer,2018-05-10,559.03
WO-003948,1,corporate_card,2018-06-16,785.64
WO-003949,1,bank_transfer,2018-06-03,408.86
WO-003950,1,purchase_order,2018-04-28,928.96
WO-003951,1,bank_transfer,2018-04-20,464.04
WO-003952,1,purchase_order,2018-06-16,313.19
WO-003952,2,bank_transfer,2018-07-14,238.53
WO-003953,1,corporate_card,2018-06-15,2179.87
WO-003954,1,corporate_card,2018-05-12,1184.81
WO-003955,1,purchase_order,2018-04-24,491.18
WO-003955,2,purchase_order,2018-05-23,466.68
WO-003956,1,bank_transfer,2018-05-27,1031.64
WO-003957,1,bank_transfer,2018-05-02,1325.83
WO-003959,1,purchase_order,2018-05-11,910.43
WO-003960,1,bank_transfer,2018-06-03,356.54
WO-003960,2,bank_transfer,2018-07-07,265.07
WO-003961,1,purchase_order,2018-06-03,223.19
WO-003961,2,corporate_card,2018-07-17,579.21
WO-003962,1,corporate_card,2018-05-02,613.38
WO-003963,1,bank_transfer,2018-04-29,2987.65
WO-003964,1,purchase_order,2018-06-23,250.21
WO-003965,1,purchase_order,2018-05-25,1200.25
WO-003966,1,bank_transfer,2018-05-31,382.96
WO-003966,2,bank_transfer,2018-06-29,449.87
WO-003967,1,corporate_card,2018-05-01,1294.58
WO-003968,1,corporate_card,2018-05-09,1578.55
WO-003969,1,purchase_order,2018-05-10,621.97
WO-003969,2,purchase_order,2018-06-20,760.13
WO-003969,3,bank_transfer,2018-07-26,927.64
WO-003970,1,purchase_order,2018-05-05,1797.06
WO-003971,1,purchase_order,2018-05-30,452.17
WO-003971,2,bank_transfer,2018-06-30,254.63
WO-003972,1,corporate_card,2018-05-14,2522.99
WO-003973,1,bank_transfer,2018-05-14,305.49
WO-003974,1,purchase_order,2018-05-03,666.7
WO-003975,1,bank_transfer,2018-05-15,613.8
WO-003976,1,purchase_order,2018-05-21,1166.4
WO-003977,1,bank_transfer,2018-05-08,497.43
WO-003978,1,bank_transfer,2018-05-11,2561.76
WO-003979,1,purchase_order,2018-05-27,5583.6
WO-003980,1,bank_transfer,2018-04-07,1741.21
WO-003981,1,corporate_card,2018-04-07,244.35
WO-003981,2,bank_transfer,2018-05-20,724.3
WO-003981,3,bank_transfer,2018-06-05,348.54
WO-003982,1,bank_transfer,2018-05-24,996.57
WO-003983,1,bank_transfer,2018-06-01,2007.84
WO-003984,1,corporate_card,2018-05-27,247.6
WO-003984,2,corporate_card,2018-06-20,592.99
WO-003985,1,bank_transfer,2018-05-05,1808.11
WO-003986,1,bank_transfer,2018-06-01,1552.38
WO-003987,1,bank_transfer,2018-05-18,647.78
WO-003987,2,purchase_order,2018-06-20,779.32
WO-003988,1,purchase_order,2018-04-29,665.73
WO-003989,1,bank_transfer,2018-05-16,362.55
WO-003990,1,bank_transfer,2018-04-11,2540.62
WO-003991,1,bank_transfer,2018-05-05,718.1
WO-003992,1,bank_transfer,2018-04-24,1274.83
WO-003993,1,corporate_card,2018-05-12,686.32
WO-003994,1,bank_transfer,2018-04-26,393.38
WO-003995,1,bank_transfer,2018-05-23,364.13
WO-003996,1,bank_transfer,2018-05-01,648.31
WO-003996,2,bank_transfer,2018-06-06,736.71
WO-003997,1,bank_transfer,2018-05-29,406.7
WO-003997,2,purchase_order,2018-06-26,257.49
WO-003998,1,bank_transfer,2018-04-26,269.69
WO-003999,1,corporate_card,2018-05-31,434.82
WO-003999,2,bank_transfer,2018-07-12,618.59
WO-004000,1,corporate_card,2018-07-03,411.4
WO-004000,2,bank_transfer,2018-08-01,415.32
WO-004001,1,bank_transfer,2018-04-30,1210.03
WO-004002,1,bank_transfer,2018-06-11,982.37
WO-004004,1,bank_transfer,2018-04-28,587.29
WO-004005,1,bank_transfer,2018-04-21,983.68
WO-004006,1,bank_transfer,2018-05-22,1824.65
WO-004007,1,bank_transfer,2018-06-19,1010.59
WO-004008,1,purchase_order,2018-05-27,1535.95
WO-004009,1,bank_transfer,2018-06-23,466.57
WO-004010,1,purchase_order,2018-06-08,1242.59
WO-004011,1,bank_transfer,2018-05-29,1870.66
WO-004012,1,bank_transfer,2018-05-07,684.31
WO-004013,1,bank_transfer,2018-05-13,269.97
WO-004013,2,bank_transfer,2018-06-24,120.83
WO-004013,3,bank_transfer,2018-07-19,222.79
WO-004014,1,purchase_order,2018-05-19,378.48
WO-004014,2,corporate_card,2018-06-07,112.48
WO-004016,1,bank_transfer,2018-06-06,270.72
WO-004016,2,bank_transfer,2018-06-23,769.13
WO-004017,1,bank_transfer,2018-05-08,1471.4
WO-004018,1,corporate_card,2018-04-23,223.79
WO-004018,2,purchase_order,2018-05-31,323.15
WO-004019,1,bank_transfer,2018-05-26,896.11
WO-004020,1,bank_transfer,2018-05-28,1747.8
WO-004021,1,purchase_order,2018-05-01,1020.44
WO-004022,1,bank_transfer,2018-06-01,208.11
WO-004022,2,purchase_order,2018-06-24,144.93
WO-004022,3,bank_transfer,2018-07-18,325.6
WO-004023,1,bank_transfer,2018-04-18,405.91
WO-004023,2,bank_transfer,2018-05-13,147.51
WO-004024,1,bank_transfer,2018-05-24,733.39
WO-004025,1,corporate_card,2018-05-12,512.99
WO-004026,1,bank_transfer,2018-04-23,545.15
WO-004027,1,bank_transfer,2018-05-08,475.81
WO-004028,1,purchase_order,2018-05-12,2831.31
WO-004029,1,bank_transfer,2018-06-14,500.62
WO-004030,1,purchase_order,2018-05-10,905.68
WO-004031,1,bank_transfer,2018-05-18,114.64
WO-004031,2,bank_transfer,2018-06-04,155.45
WO-004032,1,bank_transfer,2018-05-31,1441.86
WO-004033,1,purchase_order,2018-05-30,382.31
WO-004034,1,purchase_order,2018-05-31,488.48
WO-004034,2,bank_transfer,2018-07-07,428.66
WO-004035,1,bank_transfer,2018-05-16,698.66
WO-004035,2,bank_transfer,2018-06-16,433.7
WO-004036,1,bank_transfer,2018-05-04,128.97
WO-004036,2,purchase_order,2018-06-11,93.87
WO-004036,3,purchase_order,2018-07-04,128.81
WO-004037,1,bank_transfer,2018-06-11,1369.08
WO-004038,1,bank_transfer,2018-05-21,566.38
WO-004039,1,bank_transfer,2018-04-23,1362.45
WO-004040,1,purchase_order,2018-05-14,1018.89
WO-004041,1,bank_transfer,2018-06-04,664.75
WO-004042,1,purchase_order,2018-05-29,590.12
WO-004043,1,bank_transfer,2018-04-17,754.81
WO-004044,1,bank_transfer,2018-04-24,2084.33
WO-004045,1,bank_transfer,2018-05-22,1228.42
WO-004046,1,bank_transfer,2018-05-19,1054.77
WO-004046,2,purchase_order,2018-06-26,882.26
WO-004047,1,corporate_card,2018-05-12,858.53
WO-004048,1,bank_transfer,2018-06-20,432.71
WO-004049,1,purchase_order,2018-05-12,655.45
WO-004050,1,bank_transfer,2018-05-13,590.07
WO-004051,1,bank_transfer,2018-05-27,185.54
WO-004051,2,purchase_order,2018-07-05,545.61
WO-004052,1,purchase_order,2018-05-24,256.65
WO-004052,2,bank_transfer,2018-06-30,321.34
WO-004053,1,bank_transfer,2018-05-17,1400.49
WO-004055,1,bank_transfer,2018-06-08,324.64
WO-004055,2,purchase_order,2018-07-02,736.13
WO-004056,1,bank_transfer,2018-05-08,761.31
WO-004057,1,bank_transfer,2018-05-02,465.25
WO-004058,1,bank_transfer,2018-05-15,2583.54
WO-004059,1,corporate_card,2018-06-22,285.53
WO-004059,2,bank_transfer,2018-07-29,1121.98
WO-004060,1,bank_transfer,2018-05-15,744.58
WO-004061,1,bank_transfer,2018-05-18,1286.85
WO-004062,1,purchase_order,2018-05-31,493.61
WO-004063,1,corporate_card,2018-06-02,1535.51
WO-004064,1,bank_transfer,2018-06-12,408.1
WO-004065,1,purchase_order,2018-04-28,466.13
WO-004065,2,purchase_order,2018-05-17,539.24
WO-004066,1,purchase_order,2018-05-31,598.66
WO-004067,1,bank_transfer,2018-05-06,316.03
WO-004067,2,purchase_order,2018-06-15,172.65
WO-004068,1,bank_transfer,2018-04-19,377.13
WO-004069,1,bank_transfer,2018-05-31,714.86
WO-004070,1,purchase_order,2018-05-24,586.31
WO-004071,1,bank_transfer,2018-05-01,1602.51
WO-004072,1,bank_transfer,2018-05-19,3146.49
WO-004073,1,purchase_order,2018-04-23,520.89
WO-004074,1,bank_transfer,2018-05-06,490.49
WO-004075,1,bank_transfer,2018-06-11,3197.64
WO-004076,1,purchase_order,2018-05-22,1163.34
WO-004077,1,purchase_order,2018-04-25,1097.85
WO-004078,1,bank_transfer,2018-06-10,299.32
WO-004078,2,bank_transfer,2018-06-28,217.1
WO-004079,1,purchase_order,2018-05-11,100.98
WO-004079,2,bank_transfer,2018-06-23,513.29
WO-004079,3,purchase_order,2018-07-24,274.14
WO-004080,1,bank_transfer,2018-07-02,732.98
WO-004081,1,bank_transfer,2018-05-25,812.9
WO-004081,2,bank_transfer,2018-07-01,634.75
WO-004082,1,corporate_card,2018-05-23,1185.61
WO-004083,1,bank_transfer,2018-06-07,326.16
WO-004083,2,purchase_order,2018-07-09,466.82
WO-004084,1,corporate_card,2018-04-22,1139.46
WO-004086,1,bank_transfer,2018-06-16,224.89
WO-004086,2,bank_transfer,2018-07-08,270.64
WO-004087,1,bank_transfer,2018-06-04,685.08
WO-004088,1,bank_transfer,2018-04-28,442.25
WO-004088,2,purchase_order,2018-05-18,307.6
WO-004089,1,bank_transfer,2018-05-06,1087.56
WO-004090,1,corporate_card,2018-05-12,484.68
WO-004091,1,bank_transfer,2018-07-01,1899.51
WO-004092,1,bank_transfer,2018-05-11,1050.49
WO-004093,1,bank_transfer,2018-05-24,170.13
WO-004093,2,corporate_card,2018-06-11,112.0
WO-004094,1,bank_transfer,2018-04-18,3327.94
WO-004095,1,bank_transfer,2018-06-16,318.5
WO-004096,1,bank_transfer,2018-05-01,1106.6
WO-004097,1,bank_transfer,2018-06-07,204.2
WO-004097,2,bank_transfer,2018-07-05,220.66
WO-004098,1,bank_transfer,2018-05-15,541.0
WO-004100,1,corporate_card,2018-05-16,1119.78
WO-004101,1,purchase_order,2018-06-28,159.72
WO-004101,2,purchase_order,2018-07-13,90.11
WO-004102,1,bank_transfer,2018-06-11,1018.11
WO-004103,1,bank_transfer,2018-05-19,703.99
WO-004104,1,bank_transfer,2018-05-07,1343.51
WO-004105,1,purchase_order,2018-05-24,815.46
WO-004106,1,corporate_card,2018-06-23,611.77
WO-004107,1,purchase_order,2018-05-14,561.91
WO-004108,1,bank_transfer,2018-05-28,122.06
WO-004108,2,bank_transfer,2018-06-25,395.88
WO-004108,3,purchase_order,2018-07-16,230.87
WO-004109,1,purchase_order,2018-05-20,2283.2
WO-004110,1,bank_transfer,2018-05-16,538.4
WO-004110,2,bank_transfer,2018-06-03,577.81
WO-004111,1,bank_transfer,2018-04-23,1166.53
WO-004112,1,purchase_order,2018-06-06,880.64
WO-004113,1,bank_transfer,2018-05-10,836.42
WO-004114,1,purchase_order,2018-06-26,701.87
WO-004115,1,bank_transfer,2018-06-09,180.09
WO-004115,2,bank_transfer,2018-07-14,341.43
WO-004116,1,purchase_order,2018-04-29,984.34
WO-004117,1,corporate_card,2018-05-21,829.26
WO-004118,1,purchase_order,2018-05-07,722.87
WO-004119,1,bank_transfer,2018-05-02,1720.79
WO-004120,1,bank_transfer,2018-05-14,648.03
WO-004121,1,corporate_card,2018-04-26,959.24
WO-004122,1,bank_transfer,2018-06-08,1135.58
WO-004123,1,purchase_order,2018-05-08,651.11
WO-004124,1,bank_transfer,2018-05-21,266.35
WO-004125,1,bank_transfer,2018-05-13,657.9
WO-004126,1,bank_transfer,2018-05-19,652.78
WO-004127,1,bank_transfer,2018-05-11,444.47
WO-004128,1,purchase_order,2018-06-01,700.85
WO-004128,2,bank_transfer,2018-07-04,1052.3
WO-004129,1,corporate_card,2018-06-02,372.73
WO-004130,1,bank_transfer,2018-06-16,1574.04
WO-004130,2,bank_transfer,2018-07-04,931.71
WO-004132,1,corporate_card,2018-06-06,1514.56
WO-004133,1,bank_transfer,2018-05-09,456.18
WO-004133,2,purchase_order,2018-06-09,414.69
WO-004134,1,bank_transfer,2018-05-27,429.71
WO-004134,2,bank_transfer,2018-06-28,172.34
WO-004135,1,bank_transfer,2018-05-21,3083.77
WO-004136,1,bank_transfer,2018-05-07,796.82
WO-004137,1,purchase_order,2018-06-30,483.06
WO-004138,1,bank_transfer,2018-05-27,1375.64
WO-004139,1,corporate_card,2018-05-17,785.58
WO-004140,1,bank_transfer,2018-04-28,937.89
WO-004141,1,purchase_order,2018-06-12,518.3
WO-004143,1,purchase_order,2018-06-01,676.53
WO-004144,1,bank_transfer,2018-04-29,987.43
WO-004144,2,bank_transfer,2018-05-17,3472.68
WO-004145,1,purchase_order,2018-06-13,645.84
WO-004145,2,purchase_order,2018-07-19,1200.54
WO-004146,1,bank_transfer,2018-05-30,1306.17
WO-004147,1,corporate_card,2018-06-16,652.1
WO-004147,2,bank_transfer,2018-07-01,846.62
WO-004148,1,purchase_order,2018-05-30,1454.45
WO-004149,1,bank_transfer,2018-06-27,219.19
WO-004149,2,corporate_card,2018-08-04,395.48
WO-004150,1,bank_transfer,2018-06-15,414.11
WO-004151,1,corporate_card,2018-06-09,3108.68
WO-004152,1,bank_transfer,2018-05-28,1446.6
WO-004153,1,bank_transfer,2018-07-06,934.69
WO-004154,1,bank_transfer,2018-06-06,2696.25
WO-004155,1,bank_transfer,2018-05-17,595.8
WO-004156,1,purchase_order,2018-04-28,169.77
WO-004156,2,bank_transfer,2018-05-17,215.67
WO-004156,3,purchase_order,2018-06-16,210.71
WO-004157,1,bank_transfer,2018-05-30,3254.68
WO-004158,1,purchase_order,2018-07-02,1536.1
WO-004159,1,bank_transfer,2018-06-09,1416.14
WO-004160,1,corporate_card,2018-05-08,2179.38
WO-004161,1,bank_transfer,2018-06-01,571.24
WO-004161,2,bank_transfer,2018-07-15,629.76
WO-004162,1,purchase_order,2018-06-06,887.55
WO-004163,1,bank_transfer,2018-04-25,926.88
WO-004164,1,bank_transfer,2018-06-19,1415.59
WO-004165,1,corporate_card,2018-05-08,601.99
WO-004165,2,purchase_order,2018-05-29,804.26
WO-004166,1,corporate_card,2018-06-06,2174.05
WO-004167,1,corporate_card,2018-05-24,595.46
WO-004168,1,bank_transfer,2018-07-01,624.88
WO-004168,2,bank_transfer,2018-07-19,564.05
WO-004169,1,purchase_order,2018-05-26,584.54
WO-004170,1,bank_transfer,2018-06-03,697.96
WO-004172,1,bank_transfer,2018-06-12,3057.56
WO-004173,1,bank_transfer,2018-06-07,1051.33
WO-004174,1,bank_transfer,2018-05-08,2550.98
WO-004175,1,purchase_order,2018-06-18,2097.12
WO-004176,1,bank_transfer,2018-06-10,542.89
WO-004177,1,bank_transfer,2018-06-14,970.49
WO-004177,2,purchase_order,2018-07-05,1349.99
WO-004178,1,corporate_card,2018-06-14,378.53
WO-004178,2,bank_transfer,2018-07-17,70.91
WO-004179,1,bank_transfer,2018-07-04,762.51
WO-004180,1,bank_transfer,2018-05-07,277.45
WO-004180,2,corporate_card,2018-05-28,436.24
WO-004180,3,bank_transfer,2018-06-15,382.76
WO-004181,1,bank_transfer,2018-05-09,712.95
WO-004182,1,purchase_order,2018-06-29,512.53
WO-004183,1,bank_transfer,2018-05-14,382.37
WO-004184,1,bank_transfer,2018-06-24,329.84
WO-004184,2,corporate_card,2018-07-18,323.36
WO-004185,1,purchase_order,2018-06-10,462.98
WO-004185,2,bank_transfer,2018-06-26,622.81
WO-004186,1,purchase_order,2018-06-04,249.9
WO-004186,2,purchase_order,2018-06-28,242.44
WO-004187,1,purchase_order,2018-05-17,986.38
WO-004187,2,bank_transfer,2018-06-02,515.23
WO-004188,1,bank_transfer,2018-06-06,1780.14
WO-004189,1,purchase_order,2018-06-14,1361.24
WO-004190,1,bank_transfer,2018-05-29,850.47
WO-004191,1,purchase_order,2018-05-01,1596.74
WO-004192,1,purchase_order,2018-06-18,1975.67
WO-004193,1,purchase_order,2018-07-23,1536.0
WO-004194,1,bank_transfer,2018-05-13,777.38
WO-004195,1,corporate_card,2018-06-11,343.59
WO-004195,2,purchase_order,2018-07-06,602.74
WO-004196,1,bank_transfer,2018-06-22,195.17
WO-004196,2,bank_transfer,2018-07-25,349.45
WO-004197,1,bank_transfer,2018-06-19,803.93
WO-004198,1,bank_transfer,2018-05-13,403.04
WO-004198,2,bank_transfer,2018-06-11,651.23
WO-004199,1,purchase_order,2018-07-15,2325.99
WO-004200,1,bank_transfer,2018-05-13,1738.69
WO-004201,1,bank_transfer,2018-06-28,1375.76
WO-004202,1,bank_transfer,2018-05-27,1165.55
WO-004203,1,purchase_order,2018-06-03,354.3
WO-004204,1,bank_transfer,2018-05-25,656.59
WO-004205,1,bank_transfer,2018-06-22,288.3
WO-004206,1,bank_transfer,2018-06-12,1025.54
WO-004206,2,purchase_order,2018-07-01,474.32
WO-004207,1,purchase_order,2018-05-22,3186.73
WO-004208,1,purchase_order,2018-06-03,566.17
WO-004209,1,corporate_card,2018-05-23,410.14
WO-004210,1,bank_transfer,2018-06-11,579.02
WO-004212,1,bank_transfer,2018-06-09,2266.27
WO-004213,1,bank_transfer,2018-06-26,237.17
WO-004214,1,bank_transfer,2018-06-16,359.52
WO-004215,1,corporate_card,2018-05-19,273.63
WO-004217,1,bank_transfer,2018-06-06,576.95
WO-004218,1,bank_transfer,2018-06-27,2324.6
WO-004219,1,bank_transfer,2018-05-31,1028.56
WO-004220,1,purchase_order,2018-07-12,2935.96
WO-004221,1,purchase_order,2018-06-16,167.43
WO-004221,2,purchase_order,2018-07-19,1252.75
WO-004222,1,bank_transfer,2018-07-08,1737.1
WO-004223,1,bank_transfer,2018-05-09,1057.94
WO-004224,1,bank_transfer,2018-07-02,800.45
WO-004225,1,corporate_card,2018-05-29,591.85
WO-004226,1,purchase_order,2018-06-11,627.79
WO-004227,1,bank_transfer,2018-06-28,1140.77
WO-004228,1,purchase_order,2018-05-22,445.49
WO-004229,1,corporate_card,2018-06-19,786.77
WO-004230,1,bank_transfer,2018-05-07,2933.8
